Seq	nItem	prod.indTot	prod.qCom	prod.uCom	prod.vProd	prod.vUnCom	prod.xProd
501	1	1	0.862	KG	59.13	68.6	BUFFET
501	2	1	1	UN	4.5	4.5	REFRIGERANTE
502	1	1	0.572	KG	39.23	68.6	BUFFET
502	2	1	1	UN	4.5	4.5	REFRIGERANTE
503	1	1	0.586	KG	40.19	68.6	BUFFET
503	2	1	1	UN	4.5	4.5	REFRIGERANTE
504	1	1	0.256	KG	17.56	68.6	BUFFET
504	2	1	1	UN	4.5	4.5	REFRIGERANTE
505	1	1	1	UN	3.5	3.5	AGUA
505	2	1	0.536	KG	36.76	68.6	BUFFET
505	3	1	1	UN	3.2	3.2	DOCINHOS
506	1	1	1	UN	3.5	3.5	AGUA
506	2	1	1.802	KG	123.61	68.6	BUFFET
506	3	1	2	UN	9	4.5	REFRIGERANTE
507	1	1	1	UN	14.4	14.4	TEMAKI
507	2	1	1.236	KG	84.78	68.6	BUFFET
507	3	1	1	UN	4.5	4.5	REFRIGERANTE
507	4	1	1	UN	4.5	4.5	REFRIGERANTE
508	1	1	0.49	KG	33.61	68.6	BUFFET
509	1	1	0.51	KG	34.98	68.6	BUFFET
509	2	1	1	UN	4.5	4.5	CERVEJA
510	1	1	1	UN	4.5	4.5	LIMONADA
510	2	1	0.27	KG	18.52	68.6	BUFFET
511	1	1	0.684	KG	46.92	68.6	BUFFET
511	2	1	1	UN	4.5	4.5	CERVEJA
512	1	1	1	UN	3.5	3.5	AGUA
512	2	1	0.324	KG	22.22	68.6	BUFFET
512	3	1	1	UN	3.2	3.2	DOCINHOS
513	1	1	0.774	KG	53.09	68.6	BUFFET
513	2	1	1	UN	4.5	4.5	REFRIGERANTE
514	1	1	0.712	KG	48.84	68.6	BUFFET
514	2	1	1	UN	4.5	4.5	REFRIGERANTE
515	1	1	0.312	KG	21.4	68.6	BUFFET
516	1	1	0.764	KG	52.41	68.6	BUFFET
517	1	1	0.36	KG	24.69	68.6	BUFFET
518	1	1	1	UN	3.5	3.5	AGUA
518	2	1	0.394	KG	27.02	68.6	BUFFET
519	1	1	0.41	KG	28.12	68.6	BUFFET
519	2	1	2	UN	9	4.5	REFRIGERANTE
520	1	1	0.526	KG	36.08	68.6	BUFFET
521	1	1	0.454	KG	31.14	68.6	BUFFET
522	1	1	1	UN	3.5	3.5	AGUA
522	2	1	0.418	KG	28.67	68.6	BUFFET
523	1	1	1	UN	20.9	20.9	SAKE
523	2	1	0.502	KG	34.43	68.6	BUFFET
524	1	1	0.23	KG	15.77	68.6	BUFFET
525	1	1	0.282	KG	19.34	68.6	BUFFET
526	1	1	0.6	KG	41.16	68.6	BUFFET
526	2	1	1	UN	4.5	4.5	REFRIGERANTE
527	1	1	0.59	KG	40.47	68.6	BUFFET
527	2	1	1	UN	4.5	4.5	REFRIGERANTE
528	1	1	0.3	KG	20.58	68.6	BUFFET
529	1	1	1	UN	1	1	CHA
529	2	1	1.32	KG	90.54	68.6	BUFFET
529	3	1	1	UN	3.2	3.2	DOCINHOS
530	1	1	0.966	KG	66.26	68.6	BUFFET
530	2	1	1	UN	4.5	4.5	REFRIGERANTE
530	3	1	1	UN	4.5	4.5	REFRIGERANTE
531	1	1	1	UN	3.5	3.5	AGUA
531	2	1	0.358	KG	24.55	68.6	BUFFET
532	1	1	1	UN	14.4	14.4	TEMAKI
532	2	1	0.112	KG	7.68	68.6	BUFFET
532	3	1	1	UN	4.5	4.5	REFRIGERANTE
533	1	1	1	UN	3.5	3.5	AGUA
533	2	1	0.77	KG	52.82	68.6	BUFFET
534	1	1	0.654	KG	44.86	68.6	BUFFET
535	1	1	1.216	KG	83.41	68.6	BUFFET
536	1	1	0.362	KG	24.83	68.6	BUFFET
537	1	1	1.132	KG	77.65	68.6	BUFFET
537	2	1	1	UN	4.5	4.5	REFRIGERANTE
537	3	1	2	UN	25.6	12.8	CERVEJA
538	1	1	1	UN	21.6	21.6	SASHIMI
538	2	1	1	UN	3.5	3.5	AGUA
538	3	1	1.514	KG	103.86	68.6	BUFFET
538	4	1	1	UN	4.5	4.5	REFRIGERANTE
538	5	1	1	UN	4.5	4.5	REFRIGERANTE
539	1	1	0.69	KG	47.33	68.6	BUFFET
540	1	1	0.552	KG	37.86	68.6	BUFFET
541	1	1	0.46	KG	31.55	68.6	BUFFET
541	2	1	1	UN	4.5	4.5	REFRIGERANTE
542	1	1	1.464	KG	100.43	68.6	BUFFET
542	2	1	1	UN	4.5	4.5	REFRIGERANTE
543	1	1	1.052	KG	72.16	68.6	BUFFET
544	1	1	0.498	KG	34.16	68.6	BUFFET
545	1	1	1.19	KG	81.63	68.6	BUFFET
545	2	1	1	UN	4.5	4.5	REFRIGERANTE
545	3	1	1	UN	4.5	4.5	REFRIGERANTE
546	1	1	1.732	KG	118.81	68.6	BUFFET
546	2	1	1	UN	4.5	4.5	REFRIGERANTE
546	3	1	1	UN	4.5	4.5	CERVEJA
546	4	1	1	UN	4.5	4.5	SUCO
547	1	1	0.878	KG	60.23	68.6	BUFFET
548	1	1	1	UN	3.5	3.5	AGUA
548	2	1	0.968	KG	66.4	68.6	BUFFET
548	3	1	1	UN	4.5	4.5	REFRIGERANTE
549	1	1	1	UN	3.5	3.5	AGUA
549	2	1	0.392	KG	26.89	68.6	BUFFET
550	1	1	1	UN	3.5	3.5	AGUA
550	2	1	0.696	KG	47.74	68.6	BUFFET
550	3	1	1	UN	4.5	4.5	REFRIGERANTE
551	1	1	2	UN	13	6.5	SUSHI ESPECIAL
551	2	1	1.116	KG	76.55	68.6	BUFFET
552	1	1	0.252	KG	17.28	68.6	BUFFET
553	1	1	1	UN	5	5	CERVEJA
553	2	1	0.764	KG	52.41	68.6	BUFFET
553	3	1	1	UN	4.5	4.5	REFRIGERANTE
553	4	1	1	UN	6.5	6.5	CERVEJA LATA
554	1	1	0.42	KG	28.81	68.6	BUFFET
554	2	1	1	UN	6.5	6.5	CERVEJA LATA
555	1	1	1	UN	4.9	4.9	SUCO
555	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
555	3	1	1	UN	12.5	12.5	WHISKY
555	4	1	1.474	KG	101.11	68.6	BUFFET
556	1	1	1	UN	6	6	CERVEJA
556	2	1	0.95	KG	65.17	68.6	BUFFET
556	3	1	1	UN	4.5	4.5	REFRIGERANTE
556	4	1	1	UN	6.5	6.5	CERVEJA LATA
557	1	1	3	UN	10.5	3.5	CAFE EXPRESSO
557	2	1	2	UN	10	5	CERVEJA
557	3	1	2	UN	11	5.5	CERVEJA
557	4	1	1	UN	15	15	WHISKY
557	5	1	2	UN	24	12	SOBREMESA
557	6	1	2.836	KG	194.54	68.6	BUFFET
558	1	1	0.438	KG	30.04	68.6	BUFFET
558	2	1	1	UN	4.5	4.5	REFRIGERANTE
558	3	1	1	UN	4.5	4.5	CERVEJA
559	1	1	1	UN	4.5	4.5	SUCO
559	2	1	2	UN	7	3.5	CAFE EXPRESSO
559	3	1	1	UN	12.5	12.5	WHISKY
559	4	1	1.45	KG	99.47	68.6	BUFFET
559	5	1	1	UN	4.5	4.5	REFRIGERANTE
560	1	1	1	UN	3.5	3.5	AGUA
560	2	1	0.886	KG	60.77	68.6	BUFFET
561	1	1	1	UN	1	1	CHA
561	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
561	3	1	1	UN	15	15	SAKE
561	4	1	1.362	KG	93.43	68.6	BUFFET
561	5	1	1	UN	4.5	4.5	REFRIGERANTE
562	1	1	0.708	KG	48.56	68.6	BUFFET
563	1	1	1.2	KG	82.32	68.6	BUFFET
563	2	1	4	UN	18	4.5	REFRIGERANTE
564	1	1	1.24	KG	84.99	68.6	BUFFET
564	2	1	4	UN	18	4.5	REFRIGERANTE
565	1	1	0.314	KG	21.54	68.6	BUFFET
565	2	1	1	UN	4.5	4.5	REFRIGERANTE
566	1	1	0.454	KG	31.14	68.6	BUFFET
566	2	1	1	UN	4.5	4.5	REFRIGERANTE
567	1	1	1	UN	3.5	3.5	AGUA
567	2	1	0.35	KG	24.01	68.6	BUFFET
568	1	1	0.67	KG	45.96	68.6	BUFFET
568	2	1	1	UN	4.5	4.5	REFRIGERANTE
569	1	1	1	UN	1	1	CHA
569	2	1	0.692	KG	47.47	68.6	BUFFET
569	3	1	1	UN	4.5	4.5	REFRIGERANTE
570	1	1	1	UN	3.5	3.5	AGUA
570	2	1	0.72	KG	49.39	68.6	BUFFET
571	1	1	1	UN	6.5	6.5	SUSHI ESPECIAL
571	2	1	0.302	KG	20.71	68.6	BUFFET
572	1	1	0.286	KG	19.61	68.6	BUFFET
572	2	1	2	UN	13	6.5	CERVEJA LATA
573	1	1	1	UN	3.5	3.5	AGUA
573	2	1	0.896	KG	61.46	68.6	BUFFET
573	3	1	1	UN	4.5	4.5	REFRIGERANTE
573	4	1	1	UN	4.5	4.5	REFRIGERANTE
574	1	1	0.322	KG	22.08	68.6	BUFFET
574	2	1	1	UN	4.5	4.5	REFRIGERANTE
575	1	1	2	UN	7	3.5	AGUA
575	2	1	0.59	KG	40.53	68.6	BUFFET
576	1	1	0.716	KG	49.11	68.6	BUFFET
576	2	1	1	UN	4.5	4.5	REFRIGERANTE
577	1	1	1	UN	3.5	3.5	AGUA
577	2	1	0.862	KG	59.13	68.6	BUFFET
578	1	1	0.538	KG	36.9	68.6	BUFFET
578	2	1	1	UN	4.5	4.5	REFRIGERANTE
579	1	1	0.586	KG	40.19	68.6	BUFFET
579	2	1	1	UN	4.5	4.5	REFRIGERANTE
580	1	1	0.41	KG	28.12	68.6	BUFFET
581	1	1	2	UN	7	3.5	AGUA
581	2	1	1.298	KG	89.04	68.6	BUFFET
581	3	1	1	UN	4.5	4.5	REFRIGERANTE
582	1	1	1	UN	3.5	3.5	AGUA
582	2	1	1.278	KG	87.67	68.6	BUFFET
582	3	1	1	UN	4.5	4.5	REFRIGERANTE
583	1	1	0.45	KG	30.87	68.6	BUFFET
584	1	1	0.394	KG	27.02	68.6	BUFFET
584	2	1	1	UN	4.5	4.5	REFRIGERANTE
585	1	1	1	UN	3.5	3.5	AGUA
585	2	1	1.71	KG	117.3	68.6	BUFFET
586	1	1	0.484	KG	33.2	68.6	BUFFET
586	2	1	1	UN	4.5	4.5	REFRIGERANTE
587	1	1	1	UN	3.5	3.5	AGUA
587	2	1	0.35	KG	24.01	68.6	BUFFET
588	1	1	1	UN	3.5	3.5	AGUA
588	2	1	0.364	KG	24.97	68.6	BUFFET
589	1	1	1	UN	3.5	3.5	AGUA
589	2	1	0.384	KG	26.34	68.6	BUFFET
590	1	1	0.286	KG	19.61	68.6	BUFFET
591	1	1	0.434	KG	29.77	68.6	BUFFET
592	1	1	1.016	KG	69.69	68.6	BUFFET
592	2	1	1	UN	4.5	4.5	REFRIGERANTE
593	1	1	0.31	KG	21.26	68.6	BUFFET
594	1	1	1	UN	4.5	4.5	SUCO
594	2	1	0.858	KG	58.85	68.6	BUFFET
594	3	1	1	UN	4.5	4.5	REFRIGERANTE
594	4	1	1	UN	4.5	4.5	REFRIGERANTE
595	1	1	0.318	KG	21.81	68.6	BUFFET
595	2	1	1	UN	4.5	4.5	REFRIGERANTE
596	1	1	0.572	KG	39.23	68.6	BUFFET
596	2	1	1	UN	4.5	4.5	REFRIGERANTE
597	1	1	1	UN	3.5	3.5	AGUA
597	2	1	0.448	KG	30.73	68.6	BUFFET
598	1	1	0.356	KG	24.42	68.6	BUFFET
598	2	1	1	UN	4.5	4.5	REFRIGERANTE
599	1	1	1	UN	4.5	4.5	SUCO
599	2	1	1	UN	3.5	3.5	AGUA
599	3	1	1.118	KG	76.69	68.6	BUFFET
600	1	1	0.354	KG	24.28	68.6	BUFFET
600	2	1	1	UN	4.5	4.5	REFRIGERANTE
601	1	1	0.854	KG	58.58	68.6	BUFFET
601	2	1	1	UN	4.5	4.5	REFRIGERANTE
602	1	1	1	UN	6	6	CERVEJA
602	2	1	0.354	KG	24.28	68.6	BUFFET
603	1	1	1	UN	3.5	3.5	AGUA
603	2	1	0.81	KG	55.56	68.6	BUFFET
603	3	1	1	UN	6.5	6.5	CERVEJA LATA
604	1	1	1	UN	9.8	9.8	CERVEJA LATA
604	2	1	1.064	KG	72.99	68.6	BUFFET
604	3	1	1	UN	4.5	4.5	SUCO
605	1	1	1	UN	3.5	3.5	AGUA
605	2	1	0.408	KG	27.98	68.6	BUFFET
606	1	1	1	UN	3.5	3.5	AGUA
606	2	1	1.336	KG	91.64	68.6	BUFFET
606	3	1	1	UN	4.5	4.5	REFRIGERANTE
607	1	1	1	UN	4.5	4.5	LIMONADA
607	2	1	0.41	KG	28.19	68.6	BUFFET
608	1	1	0.412	KG	28.26	68.6	BUFFET
608	2	1	1	UN	4.5	4.5	REFRIGERANTE
609	1	1	1	UN	3.5	3.5	AGUA
609	2	1	0.574	KG	39.37	68.6	BUFFET
609	3	1	1	UN	4.5	4.5	REFRIGERANTE
610	1	1	1	UN	3.5	3.5	AGUA
610	2	1	3	UN	3	1	CHA
610	3	1	1.16	KG	79.57	68.6	BUFFET
610	4	1	1	UN	4.5	4.5	REFRIGERANTE
611	1	1	1	UN	3.5	3.5	AGUA
611	2	1	0.714	KG	48.98	68.6	BUFFET
612	1	1	0.854	KG	58.58	68.6	BUFFET
613	1	1	1	UN	3.5	3.5	AGUA
613	2	1	0.618	KG	42.39	68.6	BUFFET
614	1	1	0.186	KG	12.75	68.6	BUFFET
615	1	1	1	UN	3.5	3.5	AGUA
615	2	1	1.104	KG	75.73	68.6	BUFFET
616	1	1	0.916	KG	62.83	68.6	BUFFET
617	1	1	0.872	KG	59.81	68.6	BUFFET
617	2	1	1	UN	4.5	4.5	REFRIGERANTE
618	1	1	0.852	KG	58.44	68.6	BUFFET
618	2	1	1	UN	4.5	4.5	REFRIGERANTE
619	1	1	1	UN	3.5	3.5	AGUA
619	2	1	0.316	KG	21.67	68.6	BUFFET
620	1	1	1	UN	1	1	CHA
620	2	1	0.302	KG	20.71	68.6	BUFFET
621	1	1	0.952	KG	65.3	68.6	BUFFET
621	2	1	1	UN	4.5	4.5	REFRIGERANTE
621	3	1	1	UN	4.5	4.5	CERVEJA
622	1	1	0.256	KG	17.56	68.6	BUFFET
622	2	1	1	UN	4.5	4.5	REFRIGERANTE
623	1	1	0.192	KG	13.17	68.6	BUFFET
624	1	1	1	UN	4.5	4.5	SUCO
624	2	1	1	UN	3.5	3.5	AGUA
624	3	1	0.43	KG	29.49	68.6	BUFFET
624	4	1	1	UN	3.2	3.2	DOCINHOS
625	1	1	1	UN	4.5	4.5	SUCO
625	2	1	1.242	KG	85.2	68.6	BUFFET
625	3	1	1	UN	4.5	4.5	REFRIGERANTE
626	1	1	0.376	KG	25.79	68.6	BUFFET
626	2	1	1	UN	4.5	4.5	REFRIGERANTE
627	1	1	0.482	KG	33.06	68.6	BUFFET
628	1	1	1	UN	3.5	3.5	AGUA
628	2	1	0.446	KG	30.59	68.6	BUFFET
628	3	1	1	UN	3.2	3.2	DOCINHOS
629	1	1	0.45	KG	30.87	68.6	BUFFET
629	2	1	1	UN	4.5	4.5	REFRIGERANTE
630	1	1	0.29	KG	19.89	68.6	BUFFET
631	1	1	0.286	KG	19.61	68.6	BUFFET
631	2	1	1	UN	4.5	4.5	REFRIGERANTE
632	1	1	0.542	KG	37.18	68.6	BUFFET
633	1	1	0.572	KG	39.23	68.6	BUFFET
634	1	1	0.644	KG	44.17	68.6	BUFFET
635	1	1	2	UN	9.8	4.9	SUCO
635	2	1	3.17	KG	217.32	68.6	BUFFET
635	3	1	2	UN	9	4.5	REFRIGERANTE
635	4	1	2	UN	9	4.5	REFRIGERANTE
636	1	1	1	UN	3.5	3.5	AGUA
636	2	1	0.984	KG	67.5	68.6	BUFFET
636	3	1	1	UN	4.5	4.5	REFRIGERANTE
637	1	1	0.882	KG	60.5	68.6	BUFFET
637	2	1	1	UN	4.5	4.5	REFRIGERANTE
638	1	1	1	UN	12	12	TEMAKI
638	2	1	1	UN	4.5	4.5	LIMONADA
638	3	1	0.47	KG	32.51	68.6	BUFFET
639	1	1	0.73	KG	50.07	68.6	BUFFET
639	2	1	1	UN	4.5	4.5	REFRIGERANTE
640	1	1	0.292	KG	20.03	68.6	BUFFET
640	2	1	1	UN	4.5	4.5	REFRIGERANTE
641	1	1	1	UN	3.5	3.5	AGUA
641	2	1	0.55	KG	37.73	68.6	BUFFET
642	1	1	0.478	KG	32.79	68.6	BUFFET
643	1	1	3	UN	3	1	CHA
643	2	1	1.156	KG	79.3	68.6	BUFFET
644	1	1	0.416	KG	28.53	68.6	BUFFET
645	1	1	0.906	KG	62.15	68.6	BUFFET
645	2	1	1	UN	4.5	4.5	REFRIGERANTE
646	1	1	0.706	KG	48.43	68.6	BUFFET
646	2	1	1	UN	4.5	4.5	REFRIGERANTE
646	3	1	1	UN	4.5	4.5	CERVEJA
647	1	1	0.588	KG	40.33	68.6	BUFFET
648	1	1	1	UN	3.5	3.5	AGUA
648	2	1	1.12	KG	76.83	68.6	BUFFET
648	3	1	1	UN	4.5	4.5	REFRIGERANTE
648	4	1	1	UN	3.2	3.2	DOCINHOS
649	1	1	2	UN	9	4.5	SUCO
649	2	1	1.048	KG	71.89	68.6	BUFFET
649	3	1	1	UN	4.5	4.5	REFRIGERANTE
650	1	1	0.568	KG	38.96	68.6	BUFFET
651	1	1	1	UN	3.5	3.5	AGUA
651	2	1	1	UN	15	15	SAKE
651	3	1	0.786	KG	53.91	68.6	BUFFET
651	4	1	1	UN	4.5	4.5	REFRIGERANTE
651	5	1	2	UN	6.4	3.2	DOCINHOS
652	1	1	1	UN	4.5	4.5	SUCO
652	2	1	0.348	KG	23.87	68.6	BUFFET
653	1	1	1	UN	20.9	20.9	SAKE
653	2	1	2	UN	9	4.5	SUCO
653	3	1	1.42	KG	97.13	68.6	BUFFET
654	1	1	0.398	KG	27.3	68.6	BUFFET
654	2	1	1	UN	4.5	4.5	REFRIGERANTE
655	1	1	0.26	KG	17.83	68.6	BUFFET
655	2	1	1	UN	4.5	4.5	CERVEJA
656	1	1	1	UN	3.5	3.5	AGUA
656	2	1	0.252	KG	17.28	68.6	BUFFET
657	1	1	1	UN	6	6	CERVEJA LATA
657	2	1	0.79	KG	54.19	68.6	BUFFET
657	3	1	1	UN	6.5	6.5	CERVEJA LATA
658	1	1	0.338	KG	23.18	68.6	BUFFET
658	2	1	1	UN	4.5	4.5	REFRIGERANTE
659	1	1	1	UN	14.4	14.4	TEMAKI
659	2	1	1	UN	4.5	4.5	SUCO
659	3	1	1	UN	6	6	SOBREMESA
659	4	1	0.642	KG	44.04	68.6	BUFFET
660	1	1	1.284	KG	88.08	68.6	BUFFET
660	2	1	2	UN	9	4.5	REFRIGERANTE
660	3	1	3	UN	13.5	4.5	REFRIGERANTE
661	1	1	1	UN	3.5	3.5	AGUA
661	2	1	0.694	KG	47.6	68.6	BUFFET
662	1	1	1	UN	3.5	3.5	AGUA
662	2	1	0.626	KG	42.94	68.6	BUFFET
663	1	1	1	UN	3.5	3.5	AGUA
663	2	1	0.53	KG	36.35	68.6	BUFFET
664	1	1	1	UN	3.5	3.5	AGUA
664	2	1	1	UN	6	6	SOBREMESA
664	3	1	1.22	KG	83.69	68.6	BUFFET
664	4	1	4	UN	26	6.5	CERVEJA LATA
665	1	1	1	UN	3.5	3.5	AGUA
665	2	1	1	UN	6	6	SOBREMESA
665	3	1	1.296	KG	88.9	68.6	BUFFET
665	4	1	2	UN	13	6.5	CERVEJA LATA
665	5	1	1	UN	3.2	3.2	DOCINHOS
666	1	1	2	UN	7	3.5	AGUA
666	2	1	2	UN	7	3.5	AGUA
666	3	1	1.568	KG	107.56	68.6	BUFFET
667	1	1	1	UN	20.9	20.9	SAKE
667	2	1	1	UN	1	1	CHA
667	3	1	0.408	KG	27.98	68.6	BUFFET
668	1	1	1	UN	3.5	3.5	AGUA
668	2	1	0.206	KG	14.13	68.6	BUFFET
669	1	1	1	UN	3.5	3.5	AGUA
669	2	1	0.284	KG	19.48	68.6	BUFFET
670	1	1	1	UN	3.5	3.5	AGUA
670	2	1	0.734	KG	50.35	68.6	BUFFET
670	3	1	2	UN	9	4.5	REFRIGERANTE
671	1	1	1.074	KG	73.67	68.6	BUFFET
671	2	1	1	UN	4.5	4.5	REFRIGERANTE
671	3	1	1	UN	4.5	4.5	REFRIGERANTE
672	1	1	2	UN	28.8	14.4	TEMAKI
672	2	1	1	UN	4.9	4.9	SUCO
672	3	1	1.396	KG	95.76	68.6	BUFFET
672	4	1	2	UN	9	4.5	REFRIGERANTE
673	1	1	0.776	KG	53.23	68.6	BUFFET
673	2	1	1	UN	4.5	4.5	REFRIGERANTE
673	3	1	1	UN	6.5	6.5	CERVEJA LATA
674	1	1	0.934	KG	64.07	68.6	BUFFET
674	2	1	1	UN	4.5	4.5	REFRIGERANTE
675	1	1	1.166	KG	79.98	68.6	BUFFET
675	2	1	1	UN	4.5	4.5	REFRIGERANTE
675	3	1	1	UN	4.5	4.5	REFRIGERANTE
676	1	1	2	UN	24	12	CAIPIRINHA
676	2	1	0.85	KG	58.31	68.6	BUFFET
676	3	1	2	UN	9	4.5	REFRIGERANTE
677	1	1	1	UN	6	6	CERVEJA LATA
677	2	1	1	UN	6.5	6.5	SUSHI ESPECIAL
677	3	1	0.252	KG	17.28	68.6	BUFFET
678	1	1	1	UN	20.9	20.9	SAKE
678	2	1	0.476	KG	32.65	68.6	BUFFET
679	1	1	0.368	KG	25.24	68.6	BUFFET
679	2	1	1	UN	4.5	4.5	REFRIGERANTE
680	1	1	0.352	KG	24.14	68.6	BUFFET
681	1	1	1	UN	3.5	3.5	AGUA
681	2	1	3	UN	3	1	CHA
681	3	1	1.716	KG	117.71	68.6	BUFFET
681	4	1	2	UN	9	4.5	REFRIGERANTE
682	1	1	0.298	KG	20.44	68.6	BUFFET
683	1	1	1	UN	3.5	3.5	AGUA
683	2	1	0.372	KG	25.51	68.6	BUFFET
683	3	1	1	UN	4.5	4.5	SUCO
683	4	1	1	UN	3.2	3.2	DOCINHOS
684	1	1	1	UN	6.5	6.5	SUSHI ESPECIAL
684	2	1	1	UN	9.8	9.8	CERVEJA LATA
684	3	1	0.938	KG	64.34	68.6	BUFFET
685	1	1	0.3	KG	20.58	68.6	BUFFET
685	2	1	1	UN	4.5	4.5	REFRIGERANTE
685	3	1	1	UN	3.2	3.2	DOCINHOS
686	1	1	0.264	KG	18.11	68.6	BUFFET
687	1	1	1	UN	20.9	20.9	SAKE
687	2	1	1	UN	4.5	4.5	LIMONADA
687	3	1	0.376	KG	25.79	68.6	BUFFET
688	1	1	0.498	KG	34.16	68.6	BUFFET
689	1	1	1	UN	20.9	20.9	SAKE
689	2	1	0.54	KG	37.04	68.6	BUFFET
690	1	1	1	UN	20.9	20.9	SAKE
690	2	1	0.4	KG	27.44	68.6	BUFFET
691	1	1	0.984	KG	67.5	68.6	BUFFET
691	2	1	3	UN	13.5	4.5	REFRIGERANTE
691	3	1	3	UN	13.5	4.5	REFRIGERANTE
692	1	1	0.374	KG	25.65	68.6	BUFFET
693	1	1	0.414	KG	28.4	68.6	BUFFET
694	1	1	3	UN	10.5	3.5	AGUA
694	2	1	0.922	KG	63.24	68.6	BUFFET
695	1	1	3	UN	10.5	3.5	AGUA
695	2	1	0.334	KG	22.91	68.6	BUFFET
696	1	1	0.51	KG	34.98	68.6	BUFFET
697	1	1	3	UN	10.5	3.5	AGUA
697	2	1	0.48	KG	32.92	68.6	BUFFET
698	1	1	3	UN	10.5	3.5	AGUA
698	2	1	0.372	KG	25.51	68.6	BUFFET
699	1	1	6	UN	21	3.5	AGUA
699	2	1	1	UN	12	12	SOBREMESA
699	3	1	1.212	KG	83.14	68.6	BUFFET
699	4	1	3	UN	13.5	4.5	REFRIGERANTE
700	1	1	0.82	KG	56.39	68.6	BUFFET
700	2	1	6	UN	27	4.5	REFRIGERANTE
701	1	1	0.186	KG	12.75	68.6	BUFFET
701	2	1	3	UN	13.5	4.5	REFRIGERANTE
702	1	1	0.88	KG	60.29	68.6	BUFFET
702	2	1	6	UN	27	4.5	REFRIGERANTE
702	3	1	6	UN	27	4.5	REFRIGERANTE
703	1	1	3	UN	13.5	4.5	SUCO
703	2	1	0.38	KG	26.06	68.6	BUFFET
704	1	1	1	UN	1	1	CHA
704	2	1	0.426	KG	29.22	68.6	BUFFET
705	1	1	0.51	KG	34.98	68.6	BUFFET
705	2	1	3	UN	13.5	4.5	REFRIGERANTE
706	1	1	1	UN	1	1	CHA
706	2	1	0.362	KG	24.83	68.6	BUFFET
707	1	1	3	UN	10.5	3.5	AGUA
707	2	1	0.456	KG	31.28	68.6	BUFFET
708	1	1	3	UN	10.5	3.5	AGUA
708	2	1	0.554	KG	38	68.6	BUFFET
709	1	1	3	UN	10.5	3.5	AGUA
709	2	1	0.404	KG	27.71	68.6	BUFFET
710	1	1	0.546	KG	37.45	68.6	BUFFET
710	2	1	3	UN	13.5	4.5	REFRIGERANTE
710	3	1	3	UN	13.5	4.5	REFRIGERANTE
711	1	1	0.244	KG	16.73	68.6	BUFFET
711	2	1	3	UN	13.5	4.5	REFRIGERANTE
712	1	1	0.332	KG	22.77	68.6	BUFFET
713	1	1	3	UN	10.5	3.5	AGUA
713	2	1	2.02	KG	138.57	68.6	BUFFET
713	3	1	3	UN	13.5	4.5	REFRIGERANTE
714	1	1	3	UN	13.5	4.5	SUCO
714	2	1	0.342	KG	23.46	68.6	BUFFET
715	1	1	0.776	KG	53.23	68.6	BUFFET
715	2	1	3	UN	13.5	4.5	REFRIGERANTE
715	3	1	3	UN	13.5	4.5	REFRIGERANTE
716	1	1	0.168	KG	11.52	68.6	BUFFET
717	1	1	0.314	KG	21.54	68.6	BUFFET
718	1	1	0.798	KG	54.74	68.6	BUFFET
719	1	1	3	UN	10.5	3.5	AGUA
719	2	1	1	UN	15	15	SAKE
719	3	1	0.664	KG	45.55	68.6	BUFFET
719	4	1	1	UN	4.5	4.5	CERVEJA
720	1	1	1	UN	1	1	CHA
720	2	1	0.274	KG	18.79	68.6	BUFFET
720	3	1	3	UN	13.5	4.5	REFRIGERANTE
721	1	1	6	UN	21	3.5	AGUA
721	2	1	1	UN	1	1	CHA
721	3	1	0.35	KG	24.27	68.6	BUFFET
722	1	1	0.556	KG	38.14	68.6	BUFFET
722	2	1	6	UN	27	4.5	REFRIGERANTE
723	1	1	3	UN	10.5	3.5	AGUA
723	2	1	1.932	KG	132.53	68.6	BUFFET
723	3	1	3	UN	13.5	4.5	REFRIGERANTE
723	4	1	3	UN	13.5	4.5	REFRIGERANTE
723	5	1	1	UN	4.5	4.5	CERVEJA
724	1	1	3	UN	10.5	3.5	AGUA
724	2	1	0.354	KG	24.28	68.6	BUFFET
725	1	1	3	UN	10.5	3.5	AGUA
725	2	1	0.914	KG	62.7	68.6	BUFFET
725	3	1	3	UN	13.5	4.5	REFRIGERANTE
726	1	1	0.932	KG	63.93	68.6	BUFFET
726	2	1	3	UN	13.5	4.5	REFRIGERANTE
727	1	1	0.904	KG	62.01	68.6	BUFFET
727	2	1	3	UN	13.5	4.5	REFRIGERANTE
727	3	1	3	UN	13.5	4.5	REFRIGERANTE
728	1	1	3	UN	10.5	3.5	AGUA
728	2	1	0.232	KG	15.91	68.6	BUFFET
729	1	1	0.296	KG	20.3	68.6	BUFFET
730	1	1	0.312	KG	21.4	68.6	BUFFET
731	1	1	3	UN	10.5	3.5	AGUA
731	2	1	1.306	KG	89.59	68.6	BUFFET
732	1	1	0.898	KG	61.6	68.6	BUFFET
732	2	1	3	UN	13.5	4.5	REFRIGERANTE
732	3	1	3	UN	13.5	4.5	REFRIGERANTE
733	1	1	1	UN	1	1	CHA
733	2	1	0.274	KG	18.79	68.6	BUFFET
734	1	1	1	UN	1	1	CHA
734	2	1	0.398	KG	27.3	68.6	BUFFET
